week_start,conflict_count,total_events_country,avg_goldstein,goldstein_std,avg_tone,conflict_mentions,total_mentions_country,available_from,wb_observation_year,inflation_pct,unemployment_pct,gdp_growth_pct,wb_feature_age_years,data_quality_gap_week,origin_valid_full_features,conflict_count_t,conflict_count_lag1,conflict_count_lag2,conflict_count_lag4,conflict_count_lag12,rolling_mean_4w,rolling_std_4w,rolling_mean_8w,rolling_std_12w,rolling_max_8w,cumulative_conflict_12w,goldstein_volatility_4w,news_volume_change_wow,conflict_share,mentions_per_conflict
2025-05-26,10072,65847,-9.787678713264494,0.3881371851071803,-5.915336813613781,52613,338006,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,10072.0,12823.0,9369.0,8617.0,6828.0,10322.0,1723.4185020862692,9202.875,1871.2427303961801,12823.0,113089.0,0.021849798639375098,-0.12699864768117097,0.15296065120658497,5.223689436060365
2025-06-02,9489,56040,-9.769891453261671,0.4007539253774096,-6.00528074871244,48734,286660,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,9489.0,10072.0,12823.0,9024.0,6897.0,10438.25,1619.2120254411652,9328.125,1694.2478866786594,12823.0,115681.0,0.024981771529441137,-0.14893617021276595,0.1693254817987152,5.135841500685004
2025-06-09,13383,76919,-9.78031831427931,0.4010742416323184,-5.280734923319078,71850,389589,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,True,False,13383.0,9489.0,10072.0,9369.0,12568.0,11441.75,1946.4284172127373,9984.625,1832.946262169176,13383.0,116496.0,0.02343326031962134,0.37257316202712354,0.17398822137573292,5.368751401031159
2025-06-16,117,625,-9.786324786324787,0.4063941485175534,-4.787151997968181,535,2457,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,True,False,117.0,13383.0,9489.0,12823.0,10650.0,8265.25,5696.409768441869,9111.75,3286.49009029942,13383.0,105963.0,0.008099623357762698,-0.9918745693521757,0.1872,4.572649572649572
2025-06-23,111,1315,-9.891891891891891,0.2969956030085094,-5.044680242545498,508,4856,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,True,False,111.0,117.0,13383.0,10072.0,9351.0,5775.0,6727.290687936708,8048.5,4128.0694172501835,13383.0,96723.0,0.056929807363776695,1.104,0.0844106463878327,4.576576576576577
2025-06-30,6949,45639,-9.787163620664845,0.3922858250465176,-5.750534940875081,35719,232498,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,True,False,6949.0,111.0,117.0,9489.0,8487.0,5140.0,6370.266870390906,7789.125,4137.480226996593,13383.0,95185.0,0.05373137457317841,33.70646387832699,0.15226012839895703,5.140164052381637
2025-07-07,10339,63883,-9.781651997291805,0.4142846655217902,-6.449586515221008,52674,310971,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,False,10339.0,6949.0,111.0,13383.0,8131.0,4379.0,5115.563442411137,7910.375,4195.815847816462,13383.0,97393.0,0.05347754632090461,0.3997458314161133,0.16184274376594712,5.094690008704903
2025-07-14,11457,62955,-9.818538884524749,0.3655396949532293,-6.044529140881344,59143,319740,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,False,11457.0,10339.0,6949.0,117.0,7100.0,7214.0,5108.538864815779,7739.625,4287.412036380091,13383.0,101750.0,0.050725516647328196,-0.01452655636084721,0.18198713366690494,5.162171598149603
2025-07-21,8798,69368,-9.78836099113435,0.3879403156059594,-6.2432696190658685,45392,352496,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,False,8798.0,11457.0,10339.0,111.0,8617.0,9385.75,1956.3539855216943,7580.375,4288.259323166824,13383.0,101931.0,0.016664776146391395,0.10186641251687711,0.12683081536155,5.159354398726983
2025-07-28,8739,78351,-9.761872067742305,0.4137646241789994,-5.819108633488628,44378,384058,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,False,8739.0,8798.0,11457.0,6949.0,9024.0,9833.25,1311.674851732173,7486.625,4285.847184735943,13383.0,101646.0,0.023488286260200008,0.12949775112443773,0.11153654707661677,5.07815539535416
2025-08-04,8241,70270,-9.746268656716417,0.3992480433826903,-6.110802228922039,43105,365374,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,False,8241.0,8739.0,8798.0,10339.0,9369.0,9308.75,1453.793743967813,6843.875,4276.709472139863,11457.0,100518.0,0.03170398675778792,-0.10313844111753523,0.11727622029315497,5.230554544351413
2025-08-11,8676,63077,-9.788497003227295,0.3841067336239056,-6.37002696821297,45542,322203,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,False,8676.0,8241.0,8739.0,11457.0,12823.0,8613.5,253.28047694196795,7913.75,4046.0742692669573,11457.0,96371.0,0.020834732725191173,-0.10236231677814145,0.13754617372417838,5.249193176579069
2025-08-18,7926,63455,-9.751009336361337,0.403434298836242,-6.379776096034166,43299,330733,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,False,7926.0,8676.0,8241.0,8798.0,10072.0,8395.5,383.3940531619534,8890.625,3994.7590314932468,11457.0,94225.0,0.018888676100277408,0.005992675618688326,0.12490741470333307,5.462906888720666
2025-08-25,11514,68629,-9.793816223727632,0.3919319790516857,-6.497754028468497,62666,358297,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,False,11514.0,7926.0,8676.0,8739.0,9489.0,9089.25,1645.4854147028927,9461.25,4111.265185346516,11514.0,96250.0,0.024719303019073244,0.08153809786462851,0.16777164172580106,5.442591627583811
2025-09-01,8085,60259,-9.775572047000615,0.4027867852467963,-6.240284265134657,43271,311248,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,False,8085.0,11514.0,7926.0,8241.0,13383.0,9050.25,1673.8949339788176,9179.5,3751.844814907914,11514.0,90952.0,0.019081579493538062,-0.12196010432907367,0.13417082925372142,5.352009894867038
2025-09-08,13034,79764,-9.72782722111401,0.465713656081448,-6.355216880523516,67900,397134,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,False,13034.0,8085.0,11514.0,8676.0,117.0,10139.75,2542.1731353312566,9376.625,3233.385929359769,13034.0,103869.0,0.028780974150461817,0.32368608838513757,0.1634070507998596,5.209452201933405
2025-09-15,10739,79387,-9.73172548654437,0.434218214590037,-5.9359506710870455,56543,403227,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,False,10739.0,13034.0,8085.0,7926.0,111.0,10843.0,2071.078784917002,9619.25,1831.9622593538659,13034.0,114497.0,0.03260872049836272,-0.004726443006870307,0.13527403731089474,5.2652016016388865
2025-09-22,9498,81901,-9.776689829437778,0.3941446673085544,-5.6379085508765865,48384,394958,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,9498.0,10739.0,13034.0,11514.0,6949.0,10339.0,2098.477384517947,9714.125,1641.9709239665222,13034.0,117046.0,0.026813991679952423,0.03166765339413247,0.11596927998437137,5.094125078963993
2025-09-29,9351,92581,-9.719227890065236,0.4379195864657078,-5.304217327115451,50682,462058,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,9351.0,9498.0,10739.0,8085.0,10339.0,10655.5,1703.5023725646188,9852.875,1634.7160720943539,13034.0,116058.0,0.02574968605970976,0.13040133820099875,0.10100344563139305,5.419955085017645
2025-10-06,11013,103301,-9.71016071915009,0.4426656424512978,-5.4147131042767525,57177,516715,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,11013.0,9351.0,9498.0,13034.0,11457.0,10150.25,847.5837716709489,10145.0,1595.175880869895,13034.0,115614.0,0.029514448189085284,0.11579049697022059,0.10661077821124675,5.191773358757832
2025-10-13,10751,92977,-9.719793507580688,0.4273909970198934,-5.602889676066978,57560,474551,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,10751.0,11013.0,9351.0,10739.0,8798.0,10153.25,850.3788861442594,10498.125,1601.6876397895148,13034.0,117567.0,0.030469263963188904,-0.09994094926476993,0.11563074738913925,5.353920565528788
2025-10-20,7634,59448,-9.753602305475502,0.4047610563295386,-5.862261634177579,39621,294493,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,7634.0,10751.0,11013.0,9498.0,8739.0,9687.25,1551.1368680207702,10013.125,1696.987750174521,13034.0,116462.0,0.01912051864025756,-0.360616066338987,0.12841474902435743,5.190070736180246
2025-10-27,7976,50891,-9.757209127382144,0.3989933218343443,-6.727714257489598,42096,265956,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,7976.0,7634.0,10751.0,9351.0,8241.0,9343.5,1785.1921465209148,9999.5,1719.3503772346482,13034.0,116197.0,0.0237161817771766,-0.14394092315973628,0.1567271226739502,5.2778335005015045
2025-11-03,7670,49011,-9.697001303780963,0.4464155834240901,-6.616976124478168,39693,245144,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,7670.0,7976.0,7634.0,11013.0,8676.0,8507.75,1503.35100691753,9329.0,1795.7468501990902,11013.0,115191.0,0.028728778478113597,-0.036941698925153754,0.15649548060639448,5.17509778357236
2025-11-10,6310,44842,-9.711806656101425,0.4389627401361533,-6.428820872004253,31676,222059,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,6310.0,7670.0,7976.0,10751.0,7926.0,7397.5,741.0593768382874,8775.375,1983.4211242347285,11013.0,113575.0,0.030095852070505337,-0.08506253698149391,0.1407162927612506,5.0199683042789225
2025-11-17,7545,46628,-9.78330019880716,0.3919923253993857,-6.803826555214033,38906,228903,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,7545.0,6310.0,7670.0,7634.0,11514.0,7375.25,732.8826076982709,8531.25,1941.0750926101362,11013.0,109606.0,0.03994280788198855,0.039828731992328725,0.16181264476280346,5.1565275016567265
2025-11-24,7075,40433,-9.785088339222611,0.3827782646088189,-6.716603661634441,35524,202783,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,7075.0,7545.0,6310.0,7976.0,8085.0,7150.0,615.8057052891095,8246.75,2011.3141942219563,11013.0,108596.0,0.04646750901507638,-0.13286008406965777,0.174980832488314,5.021060070671378
2025-12-01,6359,43693,-9.767259002987892,0.3963984058964469,-6.448533559023645,32219,215277,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,6359.0,7075.0,7545.0,7670.0,13034.0,6822.25,595.3292506391884,7665.0,1709.626192972275,10751.0,101921.0,0.03432066571921549,0.08062721044691212,0.14553818689492595,5.0666771504953605
2025-12-08,5628,37790,-9.786069651741297,0.3948819226566813,-6.652924604205168,28648,187306,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,5628.0,6359.0,7075.0,6310.0,10739.0,6651.75,838.8092254300841,7024.625,1735.7771903517282,7976.0,96810.0,0.008854735034397038,-0.1351017325429703,0.14892828790685367,5.090262970859985
2025-12-15,5432,37532,-9.798232695139912,0.372568662381573,-6.235093095310628,27198,181966,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,5432.0,5628.0,6359.0,7545.0,9498.0,6123.5,749.3341488725958,6749.375,1825.6749851808293,7976.0,92744.0,0.01275660624299668,-0.006827202963747059,0.14472983054460195,5.00699558173785
2025-12-22,5628,37064,-9.790067519545133,0.3756907681676512,-6.532981807785928,29116,183118,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,5628.0,5432.0,5628.0,7075.0,9351.0,5761.75,408.7463557431236,6455.875,1841.1892134424493,7670.0,89021.0,0.013114976184271732,-0.012469359479910458,0.15184545650766243,5.173418621179815
2025-12-29,4584,35217,-9.796247818499124,0.3835464646807475,-6.294253396456325,23536,172543,2025-01-01,2023,4.22522603168918,3.371,2.06272504731618,2,False,True,4584.0,5628.0,5432.0,6359.0,11013.0,5318.0,497.97991927381065,6070.125,1622.5206726982447,7545.0,82592.0,0.005600026585982017,-0.04983272177854525,0.1301644092341767,5.134380453752182
2026-01-05,4793,33048,-9.799394950970163,0.3743018669410255,-6.630882635332549,24161,159397,2026-01-01,2024,3.07480889805025,3.595,0.953618469238535,2,False,True,4793.0,4584.0,5628.0,5628.0,10751.0,5109.25,499.72350688484164,5880.5,1183.3259624182765,7545.0,76634.0,0.004153935697170626,-0.061589573217480154,0.14503146937787462,5.040892968912998
2026-01-12,4882,37231,-9.786050798852928,0.3915413935414216,-6.067929979329198,23962,175065,2026-01-01,2024,3.07480889805025,3.595,0.953618469238535,2,False,True,4882.0,4793.0,4584.0,5432.0,7634.0,4971.75,454.9801277711124,5547.625,1186.1767332164457,7075.0,73882.0,0.006008890395620488,0.12657346889373033,0.13112728640111734,4.908234330192544
2026-01-19,4739,38528,-9.780333403671662,0.3870604093605332,-6.167067924517003,24434,181155,2026-01-01,2024,3.07480889805025,3.595,0.953618469238535,2,False,True,4739.0,4882.0,4793.0,5628.0,7976.0,4749.5,125.09862775673334,5255.625,1099.7880339850735,6359.0,70645.0,0.008856494041769082,0.034836560930407545,0.12300145348837209,5.155940071745094
2026-01-26,5560,38811,-9.773471223021582,0.3939954528579764,-5.998981371453232,28083,193727,2026-01-01,2024,3.07480889805025,3.595,0.953618469238535,2,False,True,5560.0,4739.0,4882.0,4584.0,7670.0,4993.5,382.24119784932174,5155.75,946.863446524055,5628.0,68535.0,0.010998001753764673,0.007345307308970206,0.1432583545901935,5.05089928057554
